"id_reserva","id_cliente","GeographyKey","CurrencyKey","tipo_habitacion","noches","monto_reserva_origen","canal_reserva","cancelo_reserva"
"RES02367","CAM03319",453,85,"Standard",14,1527.88,"App","No"
"RES02368","CAM02584",185,2,"Deluxe",13,4306.64,"Booking","No"
"RES02369","CAM01007",234,89,"Standard",13,4451.3,"Agencia","No"
"RES02370","CAM06185",368,76,"Deluxe",5,2324.35,"App","No"
"RES02371","CAM02623",495,96,"Standard",10,3316.02,"App","No"
"RES02372","CAM01879",569,88,"Deluxe",5,797.8,"App","No"
"RES02373","CAM00350",105,64,"Junior Suite",12,2049.1,"Booking","No"
"RES02374","CAM08402",337,1,"Deluxe",3,4245.57,"Web","No"
"RES02375","CAM07616",141,87,"Standard",6,3418.24,"Expedia","Si"
"RES02376","CAM03128",11,91,"Standard",13,127.97,"Agencia","No"
"RES02377","CAM01052",485,7,"Junior Suite",11,2935.81,"App","No"
"RES02378","CAM06051",482,72,"Suite Presidencial",2,2296.41,"Agencia","No"
"RES02379","CAM01088",503,53,"Deluxe",3,2591.36,"Agencia","No"
"RES02380","CAM06396",315,7,"Suite Ejecutiva",2,4469.05,"Booking","No"
"RES02381","CAM03719",625,79,"Junior Suite",5,270.15,"Booking","No"
"RES02382","CAM03407",420,90,"Junior Suite",7,544.66,"Call Center","No"
"RES02383","CAM07902",150,84,"Standard",9,4685.65,"Web","No"
"RES02384","CAM02217",613,96,"Deluxe",2,4874.42,"Web","Si"
"RES02385","CAM06891",322,77,"Standard",4,2134.06,"App","No"
"RES02386","CAM08382",401,8,"Deluxe",14,377.67,"Booking","No"
"RES02387","CAM08800",344,66,"Suite Ejecutiva",13,1548.26,"App","No"
"RES02388","CAM00812",65,95,"Junior Suite",7,1219.6,"Booking","No"
"RES02389","CAM05108",126,93,"Standard",8,2957.83,"Web","No"
"RES02390","CAM05701",218,14,"Deluxe",7,612.66,"Expedia","No"
"RES02391","CAM07013",184,93,"Standard",10,2087.93,"Web","No"
"RES02392","CAM02972",269,87,"Junior Suite",9,2495.57,"Booking","Si"
"RES02393","CAM00045",570,38,"Standard",14,3451.6,"Web","No"
"RES02394","CAM09805",655,71,"Standard",5,4131.09,"Web","No"
"RES02395","CAM08390",474,56,"Standard",3,4533.5,"Expedia","No"
"RES02396","CAM07661",133,60,"Deluxe",4,4465.96,"Web","No"
"RES02397","CAM04721",94,54,"Standard",4,590.5,"Booking","Si"
"RES02398","CAM03851",295,53,"Standard",11,2041.5,"Web","No"
"RES02399","CAM07342",276,5,"Standard",12,791.61,"App","No"
"RES02400","CAM09540",404,52,"Junior Suite",2,1701.97,"Web","No"
"RES02401","CAM02462",269,64,"Standard",6,1848.43,"Web","No"
"RES02402","CAM02859",343,70,"Standard",12,4066.66,"Expedia","No"
"RES02403","CAM00737",393,1,"Standard",13,2463.87,"Web","No"
"RES02404","CAM02266",254,3,"Standard",3,2709.07,"Web","Si"
"RES02405","CAM01160",165,74,"Suite Presidencial",2,3587.62,"Web","No"
"RES02406","CAM01430",308,6,"Standard",5,1259.37,"Web","No"
"RES02407","CAM05183",361,30,"Suite Presidencial",4,4491.77,"Booking","No"
"RES02408","CAM02405",272,66,"Deluxe",2,2790.03,"Agencia","No"
"RES02409","CAM05610",452,94,"Standard",14,1410.61,"Web","No"
"RES02410","CAM03707",559,73,"Standard",3,3949.09,"Call Center","No"
"RES02411","CAM05469",316,35,"Standard",14,4490.53,"Web","No"
"RES02412","CAM03117",632,27,"Standard",10,2349.67,"Web","No"
"RES02413","CAM08050",648,72,"Deluxe",1,3452.37,"Web","No"
"RES02414","CAM02947",98,72,"Deluxe",13,2632.2,"App","No"
"RES02415","CAM08335",201,49,"Standard",3,1856.62,"Expedia","No"
"RES02416","CAM09724",402,2,"Standard",6,754.44,"Web","No"
"RES02417","CAM07815",588,8,"Standard",9,2246.78,"Web","No"
"RES02418","CAM00020",108,28,"Standard",10,4860.85,"App","No"
"RES02419","CAM08111",179,69,"Standard",12,1545.04,"App","Si"
"RES02420","CAM08711",406,105,"Suite Presidencial",11,2642.02,"Agencia","No"
"RES02421","CAM03113",645,47,"Deluxe",7,3288,"Web","No"
"RES02422","CAM01290",403,23,"Standard",10,4074.96,"Call Center","No"
"RES02423","CAM01703",188,62,"Junior Suite",2,770.53,"Expedia","Si"
"RES02424","CAM02700",614,48,"Standard",13,1799.1,"Agencia","No"
"RES02425","CAM08080",655,33,"Suite Presidencial",13,1761.21,"App","No"
"RES02426","CAM03129",283,49,"Standard",2,2637.08,"Web","No"
"RES02427","CAM06867",43,82,"Standard",10,322.39,"Booking","Si"
"RES02428","CAM02094",435,52,"Standard",13,2385.46,"Agencia","Si"
"RES02429","CAM08062",58,44,"Standard",8,811.04,"Booking","Si"
"RES02430","CAM01884",136,64,"Deluxe",11,4630.75,"Booking","No"
"RES02431","CAM05922",481,14,"Deluxe",6,4637.61,"Call Center","No"
"RES02432","CAM06068",472,5,"Standard",12,3983.91,"Agencia","No"
"RES02433","CAM00111",162,99,"Standard",11,907.22,"Agencia","No"
"RES02434","CAM00344",310,86,"Standard",10,4514.86,"Expedia","No"
"RES02435","CAM05106",503,94,"Standard",10,4862.09,"Web","Si"
"RES02436","CAM02933",257,42,"Suite Ejecutiva",9,1993.4,"Call Center","No"
"RES02437","CAM06146",6,62,"Junior Suite",10,288.6,"Expedia","No"
"RES02438","CAM08873",31,19,"Junior Suite",12,3128.77,"Booking","No"
"RES02439","CAM00930",508,52,"Junior Suite",4,131.96,"Agencia","No"
"RES02440","CAM06157",330,90,"Junior Suite",12,1708.19,"Agencia","No"
"RES02441","CAM04314",281,80,"Junior Suite",6,3302.29,"Call Center","Si"
"RES02442","CAM00525",627,26,"Deluxe",13,717.21,"Web","No"
"RES02443","CAM06517",333,51,"Deluxe",12,2778.74,"Web","Si"
"RES02444","CAM05946",632,103,"Suite Ejecutiva",7,2056.88,"Web","Si"
"RES02445","CAM01090",176,37,"Standard",6,1169.81,"Expedia","Si"
"RES02446","CAM04745",43,64,"Deluxe",11,3515.28,"Agencia","No"
"RES02447","CAM05727",421,47,"Deluxe",8,4715.13,"Expedia","No"
"RES02448","CAM05217",351,18,"Standard",3,4411.58,"Web","No"
"RES02449","CAM07100",637,105,"Junior Suite",10,2864.05,"Call Center","Si"
"RES02450","CAM02419",299,59,"Deluxe",6,3460.19,"Agencia","No"
"RES02451","CAM08720",67,42,"Standard",8,472.16,"Web","Si"
"RES02452","CAM06367",239,98,"Standard",2,928.24,"Booking","No"
"RES02453","CAM00038",318,44,"Deluxe",11,4590.79,"Agencia","No"
"RES02454","CAM07517",73,40,"Suite Ejecutiva",14,668.24,"Web","No"
"RES02455","CAM04204",191,52,"Standard",2,4634.66,"Booking","No"
"RES02456","CAM03655",373,22,"Suite Ejecutiva",4,2270.18,"Call Center","Si"
"RES02457","CAM06884",455,22,"Standard",7,3018.22,"App","No"
"RES02458","CAM07811",154,82,"Suite Presidencial",9,3126.98,"Web","No"
"RES02459","CAM05634",114,6,"Deluxe",1,347.39,"Call Center","No"
"RES02460","CAM01244",107,4,"Standard",6,3868.26,"Web","No"
"RES02461","CAM05167",175,69,"Standard",1,330.93,"Booking","No"
"RES02462","CAM03170",14,9,"Standard",4,4070.51,"Web","No"
"RES02463","CAM04278",379,96,"Deluxe",12,160.49,"Call Center","No"
"RES02464","CAM08768",502,38,"Standard",4,4707.59,"App","No"
"RES02465","CAM02101",14,66,"Standard",1,1421.07,"Call Center","No"
"RES02466","CAM01990",256,73,"Standard",5,2645.13,"App","No"
"RES02467","CAM01168",607,5,"Standard",12,3854.49,"Web","No"
"RES02468","CAM09705",56,59,"Junior Suite",9,2685.38,"Booking","No"
"RES02469","CAM08869",611,42,"Suite Ejecutiva",12,2640.26,"Web","No"
"RES02470","CAM08286",212,8,"Suite Ejecutiva",10,3118.94,"Web","No"
"RES02471","CAM05811",330,70,"Standard",13,332.82,"Agencia","No"
"RES02472","CAM07974",263,66,"Suite Ejecutiva",8,342.36,"Web","No"
"RES02473","CAM03664",111,5,"Suite Presidencial",10,2950.15,"Web","No"
"RES02474","CAM05584",162,58,"Standard",3,4801.14,"Booking","No"
"RES02475","CAM04678",572,54,"Standard",7,1648,"Web","No"
"RES02476","CAM06891",261,91,"Standard",2,3118.66,"App","No"
"RES02477","CAM02554",6,4,"Suite Ejecutiva",3,274.12,"Booking","No"
"RES02478","CAM07590",168,89,"Standard",5,3771.4,"App","No"
"RES02479","CAM09545",187,6,"Standard",12,3100.24,"Agencia","No"
"RES02480","CAM08202",525,10,"Suite Ejecutiva",11,1467.39,"Web","No"
"RES02481","CAM00887",25,32,"Standard",11,4786.1,"Agencia","No"
"RES02482","CAM00937",324,90,"Standard",2,2484.54,"Call Center","Si"
"RES02483","CAM03559",616,19,"Junior Suite",2,1699.99,"Expedia","No"
"RES02484","CAM03657",45,105,"Standard",1,3984.66,"Call Center","Si"
"RES02485","CAM04691",37,44,"Junior Suite",6,1631.26,"Booking","No"
"RES02486","CAM00999",221,13,"Standard",12,2645.54,"App","Si"
"RES02487","CAM04262",131,55,"Standard",14,2508.8,"Web","No"
"RES02488","CAM05631",525,47,"Standard",13,544.29,"Booking","Si"
"RES02489","CAM03256",415,12,"Suite Ejecutiva",11,4667.19,"Expedia","No"
"RES02490","CAM06557",649,17,"Deluxe",1,2381.3,"Call Center","No"
"RES02491","CAM04430",342,47,"Standard",3,2635.51,"Booking","Si"
"RES02492","CAM02460",542,48,"Standard",5,4819.51,"Web","No"
"RES02493","CAM03283",208,67,"Standard",3,2449.76,"Expedia","No"
"RES02494","CAM06474",21,11,"Standard",2,503.16,"App","No"
"RES02495","CAM08827",158,13,"Deluxe",2,2766.03,"Web","No"
"RES02496","CAM02461",603,93,"Junior Suite",5,2442.3,"Booking","No"
"RES02497","CAM08182",7,31,"Junior Suite",10,1614.75,"Expedia","No"
"RES02498","CAM07125",532,57,"Junior Suite",7,3556.28,"Booking","No"
"RES02499","CAM03913",525,57,"Standard",5,3910.09,"Booking","No"
"RES02500","CAM08387",419,69,"Junior Suite",7,4546.03,"Expedia","No"
"RES02501","CAM06233",148,104,"Standard",3,1052.11,"Expedia","No"
"RES02502","CAM09929",622,11,"Deluxe",5,1671.72,"Web","No"
"RES02503","CAM00809",570,30,"Junior Suite",13,4295.89,"Booking","No"
"RES02504","CAM03854",428,84,"Deluxe",6,1219.4,"Agencia","No"
"RES02505","CAM03388",577,74,"Standard",10,3451.15,"Web","No"
"RES02506","CAM09755",169,37,"Deluxe",9,3641.16,"Agencia","No"
"RES02507","CAM00988",425,99,"Suite Presidencial",4,3334.18,"Web","No"
"RES02508","CAM00393",261,7,"Deluxe",12,1791.8,"App","Si"
"RES02509","CAM00652",407,52,"Standard",12,2981.41,"Expedia","No"
"RES02510","CAM06435",496,105,"Deluxe",5,646.05,"Booking","No"
"RES02511","CAM04398",465,48,"Standard",7,2251.65,"Expedia","No"
"RES02512","CAM05600",61,81,"Deluxe",3,2539.49,"App","No"
"RES02513","CAM07121",7,56,"Standard",8,1810.32,"Booking","No"
"RES02514","CAM04819",384,28,"Deluxe",1,1059.27,"Booking","No"
"RES02515","CAM09653",271,10,"Suite Ejecutiva",1,2636.12,"Booking","No"
"RES02516","CAM03349",171,10,"Suite Ejecutiva",6,531.26,"Agencia","Si"
"RES02517","CAM04860",156,53,"Junior Suite",2,4124.92,"App","No"
"RES02518","CAM03311",410,64,"Standard",4,1939.52,"Web","No"
"RES02519","CAM02472",195,61,"Standard",6,4538.73,"Web","No"
"RES02520","CAM08989",549,43,"Standard",1,1595.94,"App","Si"
"RES02521","CAM05663",330,18,"Standard",6,1672.84,"Agencia","No"
"RES02522","CAM01201",126,38,"Deluxe",4,333.88,"Web","No"
"RES02523","CAM05987",361,14,"Deluxe",2,2406.31,"Expedia","No"
"RES02524","CAM01511",284,36,"Standard",4,2242.42,"App","No"
"RES02525","CAM04602",394,31,"Junior Suite",8,2514.49,"Agencia","Si"
"RES02526","CAM05086",353,84,"Suite Ejecutiva",6,2261.31,"Web","No"
"RES02527","CAM08797",218,38,"Standard",8,702.04,"Web","Si"
"RES02528","CAM04682",47,70,"Standard",3,4425.74,"App","No"
"RES02529","CAM03037",178,83,"Standard",4,2493.86,"App","No"
"RES02530","CAM01236",321,67,"Deluxe",1,3327.26,"Booking","No"
"RES02531","CAM03155",218,97,"Standard",8,2375.74,"App","No"
"RES02532","CAM04660",307,67,"Standard",11,4411.27,"Booking","Si"
"RES02533","CAM09251",157,36,"Standard",9,4446.87,"App","No"
"RES02534","CAM05139",106,32,"Suite Ejecutiva",3,3149.53,"Web","No"
"RES02535","CAM09759",74,100,"Suite Presidencial",12,4024.55,"Booking","No"
"RES02536","CAM03789",121,57,"Deluxe",4,2437.15,"Web","No"
"RES02537","CAM05463",529,100,"Suite Ejecutiva",1,1595.91,"Booking","No"
"RES02538","CAM08916",221,13,"Junior Suite",4,2578.5,"Expedia","No"
"RES02539","CAM01839",318,89,"Deluxe",12,1298.61,"Booking","No"
"RES02540","CAM02349",462,63,"Suite Ejecutiva",9,1438.21,"Web","No"
"RES02541","CAM01412",567,46,"Standard",11,572.11,"Call Center","No"
"RES02542","CAM03273",208,2,"Standard",4,2006.87,"Web","No"
"RES02543","CAM02058",75,94,"Deluxe",12,660.28,"Web","No"
"RES02544","CAM05507",13,15,"Standard",6,1388.89,"Expedia","No"
"RES02545","CAM09069",46,13,"Standard",6,3862.53,"App","No"
"RES02546","CAM07982",149,32,"Deluxe",2,3740.04,"Web","No"
"RES02547","CAM09215",109,36,"Standard",11,3012.22,"Web","No"
"RES02548","CAM01180",236,27,"Standard",10,1974.71,"App","No"
"RES02549","CAM07114",236,55,"Suite Ejecutiva",6,2573.15,"Web","No"
"RES02550","CAM05665",539,13,"Standard",5,586.77,"Booking","No"
"RES02551","CAM03114",156,42,"Deluxe",11,3993.45,"App","No"
"RES02552","CAM09432",100,36,"Standard",10,3529.99,"Call Center","No"
"RES02553","CAM08897",47,50,"Deluxe",13,1915.07,"Booking","No"
"RES02554","CAM08808",87,80,"Deluxe",14,738.66,"Booking","Si"
"RES02555","CAM06148",521,65,"Suite Presidencial",3,4477.44,"Web","No"
"RES02556","CAM04440",35,64,"Suite Presidencial",7,4220.37,"Web","No"
"RES02557","CAM08396",56,89,"Standard",8,3135.09,"Web","No"
"RES02558","CAM08043",302,27,"Suite Presidencial",1,3216.18,"Web","No"
"RES02559","CAM00380",71,103,"Standard",6,3122.35,"Web","No"
"RES02560","CAM02570",9,57,"Junior Suite",7,4209.06,"Expedia","No"
"RES02561","CAM03777",537,54,"Standard",14,1898.05,"App","No"
"RES02562","CAM04103",413,89,"Suite Ejecutiva",4,4123.37,"Web","Si"
"RES02563","CAM06178",355,68,"Standard",4,4077.16,"Call Center","No"
"RES02564","CAM01364",595,72,"Deluxe",3,3346.95,"App","Si"
"RES02565","CAM00868",552,80,"Junior Suite",3,3183.14,"Web","No"
"RES02566","CAM05085",183,35,"Junior Suite",3,613.97,"Web","No"
"RES02567","CAM03340",357,40,"Standard",1,3865.88,"App","No"
"RES02568","CAM06606",350,91,"Standard",6,4984.6,"Web","No"
"RES02569","CAM08273",362,13,"Standard",6,239.86,"Web","No"
"RES02570","CAM00616",516,49,"Junior Suite",3,4319.8,"Call Center","No"
"RES02571","CAM02451",628,97,"Deluxe",14,4229.44,"Web","No"
"RES02572","CAM06733",184,37,"Standard",3,1179.45,"Agencia","No"
"RES02573","CAM00148",472,48,"Suite Presidencial",9,4116.84,"Expedia","No"
"RES02574","CAM09761",135,56,"Standard",8,2137.64,"Booking","No"
"RES02575","CAM04017",149,91,"Deluxe",4,4784.25,"Web","No"
"RES02576","CAM06274",108,11,"Suite Ejecutiva",14,1469.64,"App","No"
"RES02577","CAM00260",6,9,"Suite Presidencial",6,2475.15,"App","Si"
"RES02578","CAM08167",257,36,"Standard",1,1272.18,"Web","No"
"RES02579","CAM03957",224,35,"Deluxe",6,2471.33,"Call Center","No"
"RES02580","CAM06579",486,37,"Standard",13,3330.85,"App","Si"
"RES02581","CAM03917",477,71,"Deluxe",9,2950.98,"Booking","No"
"RES02582","CAM01060",48,72,"Suite Presidencial",12,1206.97,"Booking","No"
"RES02583","CAM03351",253,29,"Standard",13,2600.91,"Web","No"
"RES02584","CAM07667",360,95,"Standard",1,2262.25,"Expedia","Si"
"RES02585","CAM06604",88,49,"Suite Presidencial",5,1661.79,"Agencia","No"
"RES02586","CAM05262",519,96,"Suite Presidencial",2,4904.69,"Booking","No"
"RES02587","CAM08431",202,7,"Standard",2,1400.36,"Web","Si"
"RES02588","CAM05182",323,6,"Suite Ejecutiva",12,2816.59,"Expedia","No"
"RES02589","CAM03878",503,88,"Standard",8,2326.77,"Web","No"
"RES02590","CAM09947",398,87,"Junior Suite",2,4277.61,"App","No"
"RES02591","CAM07298",201,80,"Suite Ejecutiva",9,4345.2,"Agencia","No"
"RES02592","CAM05956",341,60,"Junior Suite",9,1446.41,"Expedia","No"
"RES02593","CAM04823",68,91,"Standard",5,3839.27,"App","No"
"RES02594","CAM02921",54,73,"Standard",13,2785.14,"Web","No"
"RES02595","CAM02925",232,8,"Standard",2,4617.43,"Expedia","No"
"RES02596","CAM01928",612,91,"Deluxe",6,2816.13,"Agencia","No"
"RES02597","CAM01761",12,98,"Standard",4,2570.24,"App","No"
"RES02598","CAM02069",633,58,"Suite Presidencial",5,2146.82,"Web","No"
"RES02599","CAM04519",580,60,"Deluxe",7,1316.57,"Call Center","No"
"RES02600","CAM00452",228,67,"Suite Ejecutiva",5,922.58,"Web","No"
"RES02601","CAM07278",565,55,"Standard",5,1399,"Call Center","No"
"RES02602","CAM09539",392,55,"Deluxe",4,3011.24,"Web","Si"
"RES02603","CAM02322",91,14,"Standard",9,2089.9,"App","No"
"RES02604","CAM08841",75,30,"Suite Presidencial",11,4207.17,"Web","No"
"RES02605","CAM02732",114,93,"Standard",10,3971.62,"Booking","No"
"RES02606","CAM00132",217,78,"Standard",3,621.02,"Expedia","No"
"RES02607","CAM06914",542,91,"Suite Ejecutiva",1,4407.97,"Web","No"
"RES02608","CAM03406",504,83,"Standard",14,3634.08,"Call Center","No"
"RES02609","CAM03950",275,35,"Suite Ejecutiva",8,4916,"App","No"
"RES02610","CAM07065",472,95,"Standard",1,4740.94,"Call Center","No"
"RES02611","CAM08864",500,81,"Junior Suite",12,2306.93,"Expedia","No"
"RES02612","CAM06153",351,54,"Deluxe",4,1607.61,"Call Center","No"
"RES02613","CAM08274",339,95,"Deluxe",3,4550.08,"Web","No"
"RES02614","CAM03720",144,72,"Junior Suite",12,2097.48,"App","No"
"RES02615","CAM09764",289,25,"Standard",6,419.32,"Agencia","No"
"RES02616","CAM02921",58,11,"Suite Ejecutiva",4,3075.16,"Expedia","No"
"RES02617","CAM03993",476,62,"Suite Ejecutiva",14,3533.02,"Web","No"
"RES02618","CAM00535",448,45,"Standard",9,723.72,"App","Si"
"RES02619","CAM00614",586,42,"Suite Ejecutiva",13,4949.27,"Booking","No"
"RES02620","CAM03349",245,36,"Deluxe",1,247.39,"App","Si"
"RES02621","CAM03985",414,36,"Suite Ejecutiva",10,4314.75,"Booking","No"
"RES02622","CAM00660",550,37,"Deluxe",11,3131.54,"Web","No"
"RES02623","CAM08380",538,12,"Standard",12,2819.63,"Web","No"
"RES02624","CAM05926",399,95,"Standard",10,4228.8,"Expedia","No"
"RES02625","CAM08215",222,54,"Standard",3,2422.6,"App","No"
"RES02626","CAM09139",603,40,"Standard",13,1476.37,"App","No"
"RES02627","CAM03799",267,69,"Junior Suite",9,1181,"Web","No"
"RES02628","CAM08349",496,92,"Standard",9,3287.5,"App","Si"
"RES02629","CAM05559",464,54,"Deluxe",2,3185.18,"Expedia","Si"
"RES02630","CAM04659",77,43,"Standard",3,3522.57,"Booking","No"
"RES02631","CAM03308",380,61,"Deluxe",3,4913.96,"Call Center","No"
"RES02632","CAM08040",472,93,"Junior Suite",6,3766.01,"Agencia","No"
"RES02633","CAM04523",213,63,"Standard",2,2279.64,"Expedia","No"
"RES02634","CAM03706",29,57,"Standard",13,2343.17,"Web","No"
"RES02635","CAM01538",364,65,"Standard",6,4530.95,"Expedia","No"
"RES02636","CAM01076",205,93,"Deluxe",11,3118.96,"App","Si"
"RES02637","CAM04819",150,67,"Standard",14,381.15,"App","No"
"RES02638","CAM09630",634,81,"Standard",1,2209,"Web","No"
"RES02639","CAM07634",207,87,"Standard",8,899.49,"App","No"
"RES02640","CAM08074",445,10,"Standard",14,367.95,"Web","No"
"RES02641","CAM05695",602,37,"Standard",5,3888.75,"Call Center","No"
"RES02642","CAM06585",33,27,"Standard",9,879.64,"Expedia","Si"
"RES02643","CAM06772",61,19,"Deluxe",4,300.54,"Web","No"
"RES02644","CAM07107",96,15,"Standard",12,3781.98,"Web","No"
"RES02645","CAM04501",313,23,"Junior Suite",7,2069.26,"Web","No"
"RES02646","CAM00610",64,22,"Deluxe",13,4025.19,"Web","No"
"RES02647","CAM09403",383,27,"Standard",1,501.68,"Booking","No"
"RES02648","CAM02320",472,80,"Deluxe",9,745.13,"Web","No"
"RES02649","CAM02439",54,45,"Deluxe",11,186.53,"Web","Si"
"RES02650","CAM07182",535,83,"Standard",6,3035.91,"Web","Si"
"RES02651","CAM02463",5,87,"Deluxe",6,3239.03,"Web","No"
"RES02652","CAM07310",370,63,"Suite Presidencial",10,2582.55,"Expedia","No"
"RES02653","CAM04788",583,48,"Deluxe",11,1891.66,"App","No"
"RES02654","CAM01827",226,16,"Standard",11,1696.95,"Call Center","Si"
"RES02655","CAM08089",64,79,"Standard",13,3771.43,"Call Center","No"
"RES02656","CAM07231",235,1,"Deluxe",3,4157.17,"Web","No"
"RES02657","CAM08359",276,99,"Junior Suite",2,4615.44,"Expedia","Si"
"RES02658","CAM02594",348,34,"Junior Suite",8,2348.15,"Expedia","No"
"RES02659","CAM07876",197,28,"Standard",10,4397.15,"Web","No"
"RES02660","CAM00498",513,97,"Standard",10,3684.68,"Agencia","No"
"RES02661","CAM09053",402,11,"Suite Ejecutiva",7,4277.19,"Booking","No"
"RES02662","CAM00294",311,5,"Junior Suite",7,2149.93,"Booking","No"
"RES02663","CAM08405",306,52,"Standard",4,1144.45,"Expedia","No"
"RES02664","CAM06861",240,72,"Suite Ejecutiva",3,4009.67,"Expedia","No"
"RES02665","CAM06501",272,22,"Suite Presidencial",4,2464.07,"Call Center","No"
"RES02666","CAM00045",550,19,"Deluxe",1,666.4,"Agencia","No"
"RES02667","CAM03828",332,101,"Standard",1,4349.07,"Web","Si"
"RES02668","CAM07115",247,35,"Suite Ejecutiva",6,4715.26,"Web","Si"
"RES02669","CAM04272",341,30,"Deluxe",6,2718.74,"Web","No"
"RES02670","CAM05311",383,103,"Suite Ejecutiva",6,884.45,"Call Center","Si"
"RES02671","CAM09041",578,69,"Standard",13,291.48,"Agencia","No"
"RES02672","CAM04542",330,38,"Suite Ejecutiva",10,4992.18,"App","No"
"RES02673","CAM07415",638,41,"Standard",2,1625.12,"Agencia","No"
"RES02674","CAM03612",87,77,"Junior Suite",8,2686.51,"Booking","Si"
"RES02675","CAM08671",640,63,"Deluxe",8,4609.31,"App","No"
"RES02676","CAM05889",501,4,"Standard",3,1063.16,"Booking","No"
"RES02677","CAM06964",555,84,"Junior Suite",9,4231.25,"Booking","Si"
"RES02678","CAM05834",228,50,"Suite Ejecutiva",12,1706.74,"Expedia","No"
"RES02679","CAM03857",250,17,"Junior Suite",2,4352.02,"Web","No"
"RES02680","CAM06401",647,54,"Standard",9,167.3,"Web","No"
"RES02681","CAM06717",417,68,"Junior Suite",4,3993.18,"Expedia","No"
"RES02682","CAM03779",462,73,"Deluxe",4,3242.6,"Expedia","No"
"RES02683","CAM08024",629,5,"Suite Ejecutiva",3,4589.31,"Booking","No"
"RES02684","CAM04687",432,27,"Junior Suite",9,2168.74,"Web","No"
"RES02685","CAM01398",440,12,"Standard",4,1035.04,"Call Center","No"
"RES02686","CAM06107",190,103,"Deluxe",9,1780.76,"Web","No"
"RES02687","CAM01454",133,36,"Standard",12,2631.96,"App","No"
"RES02688","CAM05230",249,90,"Deluxe",9,717.51,"Expedia","No"
"RES02689","CAM06800",480,19,"Junior Suite",2,288.7,"Booking","No"
"RES02690","CAM04787",19,101,"Suite Presidencial",5,3920.52,"App","Si"
"RES02691","CAM03918",98,69,"Junior Suite",9,3725.84,"App","No"
"RES02692","CAM00699",25,18,"Junior Suite",11,325.07,"Agencia","No"
"RES02693","CAM07481",145,104,"Suite Presidencial",3,4154.7,"Web","Si"
"RES02694","CAM06004",167,23,"Suite Ejecutiva",14,311.47,"Call Center","Si"
"RES02695","CAM04571",460,36,"Standard",2,2850.22,"App","No"
"RES02696","CAM04029",43,32,"Junior Suite",6,1918.97,"Web","No"
"RES02697","CAM08508",144,19,"Junior Suite",3,526.82,"Expedia","No"
"RES02698","CAM02907",540,55,"Deluxe",2,4881.07,"Web","No"
"RES02699","CAM01777",620,56,"Standard",7,4492.06,"Expedia","Si"
"RES02700","CAM03102",22,96,"Suite Ejecutiva",13,4749.78,"Web","No"
"RES02701","CAM09570",558,41,"Deluxe",13,566.8,"Web","No"
"RES02702","CAM08914",592,30,"Junior Suite",11,430.6,"Agencia","No"
"RES02703","CAM02290",62,71,"Deluxe",5,359.94,"Call Center","No"
"RES02704","CAM00445",223,24,"Suite Ejecutiva",10,363.17,"Web","No"
"RES02705","CAM05599",288,25,"Standard",9,1658.9,"Web","No"
"RES02706","CAM08933",29,98,"Junior Suite",3,2953.05,"Web","No"
"RES02707","CAM03046",252,32,"Standard",1,3891.28,"Agencia","Si"
"RES02708","CAM06150",556,92,"Deluxe",4,3437.7,"Web","No"
"RES02709","CAM04346",440,16,"Standard",14,4948.47,"Web","No"
"RES02710","CAM08335",69,59,"Standard",5,4053.22,"Web","No"
"RES02711","CAM05068",224,66,"Standard",1,2314.12,"App","No"
"RES02712","CAM00443",197,65,"Junior Suite",11,4911.63,"Web","Si"
"RES02713","CAM03213",507,17,"Deluxe",5,4125.53,"Agencia","No"
"RES02714","CAM05317",360,6,"Suite Ejecutiva",13,4950.14,"Web","Si"
"RES02715","CAM08937",79,36,"Standard",10,3471.73,"Call Center","No"
"RES02716","CAM05545",632,12,"Standard",12,1337.16,"Booking","No"
"RES02717","CAM07539",497,14,"Standard",1,4618.77,"Web","No"
"RES02718","CAM07645",160,85,"Junior Suite",11,3896.87,"Web","Si"
"RES02719","CAM06708",470,37,"Suite Ejecutiva",8,2488.52,"Web","No"
"RES02720","CAM02587",485,26,"Standard",10,2663.23,"Booking","No"
"RES02721","CAM05426",520,84,"Standard",6,3403.36,"Call Center","No"
"RES02722","CAM08410",462,50,"Junior Suite",5,4845.03,"Web","No"
"RES02723","CAM09723",226,13,"Standard",10,2780.75,"App","No"
"RES02724","CAM05600",236,100,"Standard",5,2771.1,"App","No"
"RES02725","CAM06858",444,66,"Deluxe",7,3594.95,"Agencia","No"
"RES02726","CAM09879",641,8,"Suite Ejecutiva",8,4578.32,"App","No"
"RES02727","CAM01948",175,82,"Deluxe",8,1295.46,"Expedia","No"
"RES02728","CAM00531",439,5,"Deluxe",1,3160.06,"Web","No"
"RES02729","CAM01907",460,47,"Standard",7,2924.35,"App","No"
"RES02730","CAM08822",80,88,"Deluxe",8,1630.82,"Expedia","Si"
"RES02731","CAM08422",355,95,"Deluxe",1,4626.16,"Booking","No"
"RES02732","CAM01238",357,44,"Standard",1,4919.68,"Call Center","No"
"RES02733","CAM04628",587,16,"Suite Ejecutiva",11,4200.24,"Expedia","No"
"RES02734","CAM03552",261,85,"Standard",12,2630.36,"Expedia","No"
"RES02735","CAM09692",592,64,"Standard",5,3706.71,"Web","No"
"RES02736","CAM02463",361,31,"Suite Ejecutiva",14,1905.5,"Web","No"
